POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
1,,Yordani†GARCÕA,CUBCUB,13.9,0.149,110 m H,Decathlon,M,2008
2,,Hadi†SEPEHRZAD,IRIIRI,14.64,0.153,110 m H,Decathlon,M,2008
3,,Roman†äEBRLE,CZECZE,14.71,0.164,110 m H,Decathlon,M,2008
4,,Aliaksandr†PARKHOMENKA,BLRBLR,15.06,0.175,110 m H,Decathlon,M,2008
5,,Aleksey†DROZDOV,RUSRUS,15.51,0.15,110 m H,Decathlon,M,2008
6,,Slaven†DIZDAREVIC,SVKSVK,15.61,0.201,110 m H,Decathlon,M,2008
,,Victor†COVALENCO,MDAMDA,DNS,,110 m H,Decathlon,M,2008
,,Pavel†ANDREEV,UZBUZB,DNS,,110 m H,Decathlon,M,2008
1,,Bryan†CLAY,USAUSA,13.93,0.157,110 m H,Decathlon,M,2008
2,,Andres†RAJA,ESTEST,14.06,0.161,110 m H,Decathlon,M,2008
3,,Maurice†SMITH,JAMJAM,14.08,0.165,110 m H,Decathlon,M,2008
4,,Leonel†SU¡REZ,CUBCUB,14.15,0.146,110 m H,Decathlon,M,2008
5,,Trey†HARDEE,USAUSA,14.2,0.167,110 m H,Decathlon,M,2008
6,,Andrei†KRAUCHANKA,BLRBLR,14.21,0.182,110 m H,Decathlon,M,2008
7,,Gonzalo†BARROILHET,CHICHI,14.26,0.172,110 m H,Decathlon,M,2008
8,,Jangy†ADDY,LBRLBR,14.31,0.167,110 m H,Decathlon,M,2008
9,,Massimo†BERTOCCHI,CANCAN,14.32,0.195,110 m H,Decathlon,M,2008
1,,Romain†BARRAS,FRAFRA,14.21,0.172,110 m H,Decathlon,M,2008
2,,Oleksiy†KASYANOV,UKRUKR,14.37,0.167,110 m H,Decathlon,M,2008
3,,AndrÈ†NIKLAUS,GERGER,14.37,0.164,110 m H,Decathlon,M,2008
4,,Mikk†PAHAPILL,ESTEST,14.51,0.148,110 m H,Decathlon,M,2008
5,,Mikalai†SHUBIANOK,BLRBLR,14.52,0.189,110 m H,Decathlon,M,2008
6,,David†G”MEZ,ESPESP,14.61,0.19,110 m H,Decathlon,M,2008
7,,Eugene†MARTINEAU,NEDNED,14.73,0.129,110 m H,Decathlon,M,2008
,,Aleksandr†POGORELOV,RUSRUS,DQ,0.178,110 m H,Decathlon,M,2008
,,Carlos†CHININ,BRABRA,DNS,,110 m H,Decathlon,M,2008
1,,Haifeng†QI,CHNCHN,14.6,0.194,110 m H,Decathlon,M,2008
2,,Daniel†AWDE,GBRGBR,14.69,0.144,110 m H,Decathlon,M,2008
3,,Michael†SCHRADER,GERGER,14.71,0.197,110 m H,Decathlon,M,2008
4,,Damjan†SITAR,SLOSLO,15.03,0.163,110 m H,Decathlon,M,2008
5,,Janis†KARLIVANS,LATLAT,15.28,0.164,110 m H,Decathlon,M,2008
6,,Mikko†HALVARI,FINFIN,16.25,0.178,110 m H,Decathlon,M,2008
,,Alexey†SYSOEV,RUSRUS,DNF,0.317,110 m H,Decathlon,M,2008
,,FrÈdÈric†XHONNEUX,BELBEL,DNS,,110 m H,Decathlon,M,2008
1,2702,Karolina†TYMINSKA,POLPOL,13.22,0.156,100 m H,Heptathlon,F,2012
2,1187,Yana†MAKSIMAVA,BLRBLR,13.97,0.184,100 m H,Heptathlon,F,2012
3,2440,Austra†SKUJYTE,LTULTU,14,0.19,100 m H,Heptathlon,F,2012
4,2604,Ida†MARCUSSEN,NORNOR,14.08,0.161,100 m H,Heptathlon,F,2012
5,2052,Gyˆrgyi†ZSIVOCZKY-FARKAS,HUNHUN,14.33,0.19,100 m H,Heptathlon,F,2012
6,1948,Julia†MƒCHTIG,GERGER,14.54,0.179,100 m H,Heptathlon,F,2012
7,1090,Ivona†DADIC,AUTAUT,14.58,0.198,100 m H,Heptathlon,F,2012
1,3157,Natallia†DOBRYNSKA,UKRUKR,13.57,0.175,100 m H,Heptathlon,F,2012
2,2554,Nadine†BROERSEN,NEDNED,13.64,0.17,100 m H,Heptathlon,F,2012
3,1775,Marisa†DE ANICETO,FRAFRA,13.74,0.24,100 m H,Heptathlon,F,2012
4,1991,SofÌa†YFANTÕDOU,GREGRE,13.82,0.168,100 m H,Heptathlon,F,2012
5,2614,Sarah†COWLEY,NZLNZL,13.95,0.184,100 m H,Heptathlon,F,2012
6,1534,Eliöka†KLUCINOV¡,CZECZE,14.01,0.17,100 m H,Heptathlon,F,2012
7,2280,Irina†KARPOVA,KAZKAZ,14.21,0.166,100 m H,Heptathlon,F,2012
,1975,Margaret†SIMPSON,GHAGHA,DNS,,100 m H,Heptathlon,F,2012
1,3174,Hanna†KASYANOVA,UKRUKR,13.32,0.132,100 m H,Heptathlon,F,2012
2,2981,Ellen†SPRUNGER,SUISUI,13.35,0.161,100 m H,Heptathlon,F,2012
3,1957,Jennifer†OESER,GERGER,13.42,0.162,100 m H,Heptathlon,F,2012
4,1858,Louise†HAZEL,GBRGBR,13.48,0.159,100 m H,Heptathlon,F,2012
5,3283,Sharon†DAY-MONROE,USAUSA,13.57,0.172,100 m H,Heptathlon,F,2012
6,3008,Jessica†SAMUELSSON,SWESWE,13.58,0.185,100 m H,Heptathlon,F,2012
7,2398,Aiga†GRABUSTE,LATLAT,13.65,0.147,100 m H,Heptathlon,F,2012
8,2400,Laura†IKAUNIECE-ADMIDINA,LATLAT,13.71,0.149,100 m H,Heptathlon,F,2012
1,1965,Lilli†SCHWARZKOPF,GERGER,13.26,0.153,100 m H,Heptathlon,F,2012
2,2891,Kristina†SAVITSKAYA,RUSRUS,13.37,0.195,100 m H,Heptathlon,F,2012
3,1862,Katarina†JOHNSON-THOMPSON,GBRGBR,13.48,0.203,100 m H,Heptathlon,F,2012
4,2561,Dafne†SCHIPPERS,NEDNED,13.48,0.155,100 m H,Heptathlon,F,2012
5,3308,Chantae†MCMILLAN,USAUSA,13.49,0.169,100 m H,Heptathlon,F,2012
6,1673,Grit†äADEIKO,ESTEST,13.5,0.141,100 m H,Heptathlon,F,2012
7,2874,Olga†KURBAN,RUSRUS,13.56,0.166,100 m H,Heptathlon,F,2012
,3198,Lyudmyla†YOSYPENKO,UKRUKR,DQ,0.148,100 m H,Heptathlon,F,2012
1,1856,Jessica†ENNIS-HILL,GBRGBR,12.54,0.18,100 m H,Heptathlon,F,2012
2,1324,Jessica†ZELINKA,CANCAN,12.65,0.151,100 m H,Heptathlon,F,2012
3,3289,Hyleas†FOUNTAIN,USAUSA,12.7,0.148,100 m H,Heptathlon,F,2012
4,1141,Sara†AERTS,BELBEL,12.94,0.138,100 m H,Heptathlon,F,2012
5,1788,Antoinette†NANA DJIMOU IDA,FRAFRA,12.96,0.168,100 m H,Heptathlon,F,2012
6,1321,Brianne†THEISEN EATON,CANCAN,13.3,0.155,100 m H,Heptathlon,F,2012
7,2587,Uhunoma†OSAZUWA,NGRNGR,13.46,0.175,100 m H,Heptathlon,F,2012
,2849,Tatyana†CHERNOVA,RUSRUS,DQ,0.177,100 m H,Heptathlon,F,2012
1,1445,Feta†AHAMADA,COMCOM,11.81 Q,0.183,100 m,Preliminary,F,2012
2,2116,Danah†HUSSEIN,IRQIRQ,11.91 Q,0.214,100 m,Preliminary,F,2012
3,3029,Bamab†NAPO,TOGTOG,12.24 q,0.176,100 m,Preliminary,F,2012
4,3366,Chauzje†CHOOSHA,ZAMZAM,12.29,0.184,100 m,Preliminary,F,2012
5,2494,Afa†ISMAIL,MDVMDV,12.52,0.223,100 m,Preliminary,F,2012
6,2217,Rima†TAHA,JORJOR,12.66,0.15,100 m,Preliminary,F,2012
7,2021,Aissata†TOUR…,GUIGUI,13.25,0.198,100 m,Preliminary,F,2012
8,2349,Kaingaue†DAVID,KIRKIR,13.61,0.169,100 m,Preliminary,F,2012
1,1406,Delphine†ATANGANA,CMRCMR,11.71 Q,0.168,100 m,Preliminary,F,2012
2,1156,Kaina†MARTINEZ,BIZBIZ,11.81 Q,0.157,100 m,Preliminary,F,2012
3,2524,Diane†BORG,MLTMLT,12.00 q,0.164,100 m,Preliminary,F,2012
4,2620,Shinoona Salah†AL-HABSI,OMAOMA,12.45,0.233,100 m,Preliminary,F,2012
5,1013,Cristina†LLOVERA,ANDAND,12.78,0.178,100 m,Preliminary,F,2012
6,2593,Nafissa†SOULEYMANE,NIGNIG,12.81,0.21,100 m,Preliminary,F,2012
7,3106,Asenate†MANOA,TUVTUV,13.48,0.178,100 m,Preliminary,F,2012
8,3363,Fatima Sulaiman†DAHMAN,YEMYEM,13.95,0.185,100 m,Preliminary,F,2012
1,1330,LorËne Dorcas†BAZOLO,CGOCGO,11.87 Q,0.177,100 m,Preliminary,F,2012
2,2036,Yee Pui†FONG,HKGHKG,12.02 Q,0.156,100 m,Preliminary,F,2012
3,1410,Patricia†TAEA,COKCOK,12.47,0.152,100 m,Preliminary,F,2012
4,3025,Maysa†REJEPOVA,TKMTKM,12.8,0.196,100 m,Preliminary,F,2012
5,2944,Pauline†KWALEA,SOLSOL,12.9,0.201,100 m,Preliminary,F,2012
6,2384,Laenly†PHOUTTHAVONG,LAOLAO,13.15,0.251,100 m,Preliminary,F,2012
7,2640,Rubie Joy†GABRIEL,PLWPLW,13.34,0.211,100 m,Preliminary,F,2012
,2757,Noor Hussain†AL-MALKI,QATQAT,DNF,0.172,100 m,Preliminary,F,2012
1,2642,Toea†WISIL,PNGPNG,11.60 Q,0.37,100 m,Preliminary,F,2012
2,1798,Saruba†COLLEY,GAMGAM,12.21 Q,0.18,100 m,Preliminary,F,2012
3,2942,Martina†PRETELLI,SMRSMR,12.41,0.156,100 m,Preliminary,F,2012
4,1447,Lidiane†LOPES,CPVCPV,12.72,0.22,100 m,Preliminary,F,2012
5,2410,Hala†GEZAH,LBALBA,13.24,0.211,100 m,Preliminary,F,2012
6,2565,Pramila†RIJAL,NEPNEP,13.33,0.267,100 m,Preliminary,F,2012
7,3343,Janice†ALATOA,VANVAN,13.6,0.335,100 m,Preliminary,F,2012
8,1794,Mihter†WENDOLIN,FSMFSM,13.67,0.275,100 m,Preliminary,F,2012
9,1002,Tahmina†KOHISTANI,AFGAFG,14.42,0.211,100 m,Preliminary,F,2012
1,3055,Kelly-Ann†BAPTISTE,TTOTTO,10.96 Q,0.132,100 m,Heats,F,2012
2,1791,Myriam†SOUMAR…,FRAFRA,11.07 Q,0.143,100 m,Heats,F,2012
3,1963,Verena†SAILER,GERGER,11.12 Q,0.14,100 m,Heats,F,2012
4,2605,Ezinne†OKPARAEBO,NORNOR,11.14 q,0.145,100 m,Heats,F,2012
5,1531,Katerina†CECHOV¡,CZECZE,11.43,0.155,100 m,Heats,F,2012
6,1314,Kerri-Ann†MITCHELL,CANCAN,11.49,0.162,100 m,Heats,F,2012
7,2167,Tahesia†HARRIGAN-SCOTT,IVBIVB,11.59,0.144,100 m,Heats,F,2012
8,2036,Yee Pui†FONG,HKGHKG,11.98,0.157,100 m,Heats,F,2012
1,3299,Carmelita†JETER,USAUSA,10.83 Q,0.176,100 m,Heats,F,2012
2,2277,Olga†SAFRONOVA,KAZKAZ,11.31 Q,0.149,100 m,Heats,F,2012
3,1114,Sheniqua†FERGUSON,BAHBAH,11.35 Q,0.166,100 m,Heats,F,2012
4,2846,Olga†KHARITONOVA,RUSRUS,11.38,0.184,100 m,Heats,F,2012
5,1868,Anyika†ONUORA,GBRGBR,11.41,0.154,100 m,Heats,F,2012
6,2687,Marta†JESCHKE,POLPOL,11.42,0.168,100 m,Heats,F,2012
7,1175,Yuliya†BALYKINA,BLRBLR,11.7,0.154,100 m,Heats,F,2012
8,2524,Diane†BORG,MLTMLT,11.92,0.155,100 m,Heats,F,2012
1,2194,Veronica†CAMPBELL-BROWN,JAMJAM,10.94 Q,0.166,100 m,Heats,F,2012
2,1268,Ivet†LALOVA-COLLIO,BULBUL,11.06 Q,0.144,100 m,Heats,F,2012
3,2578,Gloria†ASUMNU,NGRNGR,11.13 Q,0.163,100 m,Heats,F,2012
4,2433,Lina†GRINCIKAIT…-SAMUOLE,LTULTU,11.19 q,0.134,100 m,Heats,F,2012
5,1869,Abiodun†OYEPITAN,GBRGBR,11.22 q,0.153,100 m,Heats,F,2012
6,2412,Phobay†KUTU-AKOI,LBRLBR,11.52,0.14,100 m,Heats,F,2012
7,1431,Yomara†HINESTROZA,COLCOL,11.56,0.164,100 m,Heats,F,2012
8,1798,Saruba†COLLEY,GAMGAM,12.06,0.155,100 m,Heats,F,2012
1,2584,Blessing†OKAGBARE,NGRNGR,10.93 Q,0.167,100 m,Heats,F,2012
2,3306,Tianna†BARTOLETTA,USAUSA,10.97 Q,0.165,100 m,Heats,F,2012
3,3053,Michelle-Lee†AHYE,TTOTTO,11.28 Q,0.169,100 m,Heats,F,2012
4,1958,Tatjana†PINTO,GERGER,11.39,0.151,100 m,Heats,F,2012
5,2769,Andreea†OGRAZEANU,ROUROU,11.44,0.185,100 m,Heats,F,2012
6,3091,Nimet†KARAKUS,TURTUR,11.62,0.141,100 m,Heats,F,2012
7,1445,Feta†AHAMADA,COMCOM,11.86,0.175,100 m,Heats,F,2012
8,1330,LorËne Dorcas†BAZOLO,CGOCGO,11.9,0.157,100 m,Heats,F,2012
1,3287,Allyson†FELIX,USAUSA,11.01 Q,0.183,100 m,Heats,F,2012
2,1247,Rosangela†SANTOS,BRABRA,11.07 Q,0.162,100 m,Heats,F,2012
3,1796,Ruddy†ZANG MILAMA,GABGAB,11.14 Q,0.164,100 m,Heats,F,2012
4,2642,Toea†WISIL,PNGPNG,11.27,0.132,100 m,Heats,F,2012
5,2251,Chisato†FUKUSHIMA,JPNJPN,11.41,0.152,100 m,Heats,F,2012
6,1786,VÈronique†MANG,FRAFRA,11.41,0.13,100 m,Heats,F,2012
7,2126,Allison†PETER,ISVISV,11.41,0.213,100 m,Heats,F,2012
8,2116,Danah†HUSSEIN,IRQIRQ,11.81,0.185,100 m,Heats,F,2012
1,2197,Shelly-Ann†FRASER-PRYCE,JAMJAM,11.00 Q,0.175,100 m,Heats,F,2012
2,3179,Olesya†POVKH,UKRUKR,11.18 Q,0.142,100 m,Heats,F,2012
3,3335,Guzel†KHUBBIEVA,UZBUZB,11.22,0.14,100 m,Heats,F,2012
4,1115,Debbie†FERGUSON-MCKENZIE,BAHBAH,11.32,0.16,100 m,Heats,F,2012
5,1070,Melissa†BREEN,AUSAUS,11.34,0.164,100 m,Heats,F,2012
6,1392,Yongli†WEI,CHNCHN,11.48,0.17,100 m,Heats,F,2012
7,3029,Bamab†NAPO,TOGTOG,12.35,0.185,100 m,Heats,F,2012
,3058,Semoy†HACKETT,TTOTTO,DQ,0.169,100 m,Heats,F,2012
1,1402,Murielle†AHOUR…,CIVCIV,10.99 Q,0.148,100 m,Heats,F,2012
2,2125,LaVerne†JONES-FERRETTE,ISVISV,11.07 Q,0.17,100 m,Heats,F,2012
3,2207,Kerron†STEWART,JAMJAM,11.08 Q,0.16,100 m,Heats,F,2012
4,2586,Oludamola†OSAYOMI,NGRNGR,11.36,0.189,100 m,Heats,F,2012
5,3178,Natalia†POHREBNIAK,UKRUKR,11.46,0.158,100 m,Heats,F,2012
6,1989,Maria†BELIMPASAKI,GREGRE,11.63,0.201,100 m,Heats,F,2012
7,1406,Delphine†ATANGANA,CMRCMR,11.82,0.175,100 m,Heats,F,2012
8,1156,Kaina†MARTINEZ,BIZBIZ,11.89,0.18,100 m,Heats,F,2012
1,3299,Carmelita†JETER,USAUSA,10.83 Q,0.161,100 m,Semi,F,2012
2,2194,Veronica†CAMPBELL-BROWN,JAMJAM,10.89 Q,0.139,100 m,Semi,F,2012
3,1247,Rosangela†SANTOS,BRABRA,11.17,0.164,100 m,Semi,F,2012
4,2125,LaVerne†JONES-FERRETTE,ISVISV,11.22,0.155,100 m,Semi,F,2012
5,3179,Olesya†POVKH,UKRUKR,11.3,0.146,100 m,Semi,F,2012
6,1796,Ruddy†ZANG MILAMA,GABGAB,11.31,0.151,100 m,Semi,F,2012
7,1869,Abiodun†OYEPITAN,GBRGBR,11.36,0.151,100 m,Semi,F,2012
,3058,Semoy†HACKETT,TTOTTO,DQ,0.182,100 m,Semi,F,2012
1,2197,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.85 Q,0.147,100 m,Semi,F,2012
2,3287,Allyson†FELIX,USAUSA,10.94 Q,0.161,100 m,Semi,F,2012
3,3055,Kelly-Ann†BAPTISTE,TTOTTO,11.00 q,0.111,100 m,Semi,F,2012
4,2605,Ezinne†OKPARAEBO,NORNOR,11.1,0.144,100 m,Semi,F,2012
5,2578,Gloria†ASUMNU,NGRNGR,11.21,0.164,100 m,Semi,F,2012
6,1268,Ivet†LALOVA-COLLIO,BULBUL,11.31,0.149,100 m,Semi,F,2012
7,1114,Sheniqua†FERGUSON,BAHBAH,11.32,0.161,100 m,Semi,F,2012
8,2277,Olga†SAFRONOVA,KAZKAZ,11.39,0.153,100 m,Semi,F,2012
1,2584,Blessing†OKAGBARE,NGRNGR,10.92 Q,0.142,100 m,Semi,F,2012
2,3306,Tianna†BARTOLETTA,USAUSA,10.92 Q,0.15,100 m,Semi,F,2012
3,1402,Murielle†AHOUR…,CIVCIV,11.01 q,0.156,100 m,Semi,F,2012
4,2207,Kerron†STEWART,JAMJAM,11.04,0.161,100 m,Semi,F,2012
5,1791,Myriam†SOUMAR…,FRAFRA,11.13,0.157,100 m,Semi,F,2012
6,1963,Verena†SAILER,GERGER,11.25,0.141,100 m,Semi,F,2012
7,2433,Lina†GRINCIKAIT…-SAMUOLE,LTULTU,11.3,0.136,100 m,Semi,F,2012
8,3053,Michelle-Lee†AHYE,TTOTTO,11.32,0.176,100 m,Semi,F,2012
1,2197,Shelly-Ann†FRASER-PRYCE,JAMJAM,10.75,0.153,100 m,Final,F,2012
2,3299,Carmelita†JETER,USAUSA,10.78,0.153,100 m,Final,F,2012
3,2194,Veronica†CAMPBELL-BROWN,JAMJAM,10.81,0.143,100 m,Final,F,2012
4,3306,Tianna†BARTOLETTA,USAUSA,10.85,0.171,100 m,Final,F,2012
5,3287,Allyson†FELIX,USAUSA,10.89,0.176,100 m,Final,F,2012
6,3055,Kelly-Ann†BAPTISTE,TTOTTO,10.94,0.128,100 m,Final,F,2012
7,1402,Murielle†AHOUR…,CIVCIV,11,0.156,100 m,Final,F,2012
8,2584,Blessing†OKAGBARE,NGRNGR,11.01,0.165,100 m,Final,F,2012
1,1483,Amaurys R.†VALLE,CUBCUB,49.19 Q,0.176,400 m H,Heats,M,2012
2,1039,Brendan†COLE,AUSAUS,49.24 Q,0.2,400 m H,Heats,M,2012
3,2571,Cristian†MORTON,NGRNGR,49.34 Q,0.295,400 m H,Heats,M,2012
4,1155,Kenneth†MEDWOOD,BIZBIZ,49.78 q,0.19,400 m H,Heats,M,2012
5,2172,Roxroy†CATO,JAMJAM,50.22,0.158,400 m H,Heats,M,2012
6,3032,Chieh†CHEN,TPETPE,50.27,0.187,400 m H,Heats,M,2012
7,1353,Zhilong†LI,CHNCHN,50.36,0.146,400 m H,Heats,M,2012
,2225,Takayuki†KISHIMOTO,JPNJPN,DQ,0.144,400 m H,Heats,M,2012
1,3258,Michael†TINSLEY,USAUSA,49.13 Q,0.185,400 m H,Heats,M,2012
2,2176,Leford†GREEN,JAMJAM,49.30 Q,0.194,400 m H,Heats,M,2012
3,2528,Kurt†COUTO,MOZMOZ,49.31 Q,0.17,400 m H,Heats,M,2012
4,2741,Eric†ALEJANDRO,PURPUR,49.39 q,0.204,400 m H,Heats,M,2012
5,1666,Rasmus†MƒGI,ESTEST,50.05,0.128,400 m H,Heats,M,2012
6,1559,Winder†CUEVAS,DOMDOM,50.15,0.184,400 m H,Heats,M,2012
,2231,Akihiko†NAKAMURA,JPNJPN,DQ,0.153,400 m H,Heats,M,2012
,2970,Kariem†HUSSEIN,SUISUI,DNS,,400 m H,Heats,M,2012
1,1812,David†GREENE,GBRGBR,48.98 Q,0.167,400 m H,Heats,M,2012
2,2947,Emir†BEKRIC,SRBSRB,49.21 Q,0.196,400 m H,Heats,M,2012
3,2128,JosÈ Reynaldo†BENCOSME DE LEON,ITAITA,49.35 Q,0.22,400 m H,Heats,M,2012
4,2932,Brent†LARUE,SLOSLO,49.38 q,0.182,400 m H,Heats,M,2012
5,2746,Jamele†MASON,PURPUR,49.89,0.173,400 m H,Heats,M,2012
6,1345,Wen†CHENG,CHNCHN,50.38,0.176,400 m H,Heats,M,2012
7,2309,Vincent Kiplangat†KOSGEI,KENKEN,50.8,0.175,400 m H,Heats,M,2012
8,2782,Cornel†FREDERICKS,RSARSA,52.29,0.162,400 m H,Heats,M,2012
,3028,Lankantien†LAMBONI,TOGTOG,DQ,0.334,400 m H,Heats,M,2012
1,2743,Javier†CULSON,PURPUR,48.33 Q,0.212,400 m H,Heats,M,2012
2,3212,Kerron†CLEMENT,USAUSA,48.48 Q,0.175,400 m H,Heats,M,2012
3,1465,Omar†CISNEROS,CUBCUB,48.63 Q,0.206,400 m H,Heats,M,2012
4,1065,Tristan†THOMAS,AUSAUS,49.13 q,0.152,400 m H,Heats,M,2012
5,1843,Rhys†WILLIAMS,GBRGBR,49.17 q,0.217,400 m H,Heats,M,2012
6,1135,MichaÎl†BULTHEEL,BELBEL,49.18 q,0.147,400 m H,Heats,M,2012
7,2826,Viacheslav†SAKAEV,RUSRUS,50.36,0.181,400 m H,Heats,M,2012
8,2714,Jorge†PAULA,PORPOR,51.4,0.16,400 m H,Heats,M,2012
9,1444,Maoulida†DAROUECHE,COMCOM,53.49,0.213,400 m H,Heats,M,2012
1,3255,Angelo†TAYLOR,USAUSA,49.29 Q,0.187,400 m H,Heats,M,2012
2,3043,Jehue†GORDON,TTOTTO,49.37 Q,0.161,400 m H,Heats,M,2012
3,3140,Stanislav†MELNYKOV,UKRUKR,50.13 Q,0.196,400 m H,Heats,M,2012
4,1921,Silvio†SCHIRRMEISTER,GERGER,50.21,0.226,400 m H,Heats,M,2012
5,1981,PeriklÌs†IAKOV¡KIS,GREGRE,50.27,0.248,400 m H,Heats,M,2012
6,2791,L.J.†VAN ZYL,RSARSA,50.31,0.173,400 m H,Heats,M,2012
7,1522,Josef†PROROK,CZECZE,50.33,0.184,400 m H,Heats,M,2012
8,2270,Viktor†LEPTIKOV,KAZKAZ,51.67,0.249,400 m H,Heats,M,2012
1,1563,Felix†S¡NCHEZ,DOMDOM,49.24 Q,0.177,400 m H,Heats,M,2012
2,1811,Jack†GREEN,GBRGBR,49.49 Q,0.209,400 m H,Heats,M,2012
3,2910,Mamadou Kasse†HANN,SENSEN,49.63 Q,0.262,400 m H,Heats,M,2012
4,2239,Tetsuya†TATENO,JPNJPN,49.95,0.168,400 m H,Heats,M,2012
5,2186,Josef†ROBERTSON,JAMJAM,49.98,0.176,400 m H,Heats,M,2012
6,2312,Boniface Mucheru†TUMUTI,KENKEN,50.33,0.165,400 m H,Heats,M,2012
7,3329,Artem†DYATLOV,UZBUZB,51.55,0.185,400 m H,Heats,M,2012
8,3201,AndrÈs†SILVA,URUURU,53.38,0.195,400 m H,Heats,M,2012
1,1563,Felix†S¡NCHEZ,DOMDOM,47.76 Q,0.175,400 m H,Semi,M,2012
2,3043,Jehue†GORDON,TTOTTO,47.96 Q,0.148,400 m H,Semi,M,2012
3,3212,Kerron†CLEMENT,USAUSA,48.12 q,0.251,400 m H,Semi,M,2012
4,1812,David†GREENE,GBRGBR,48.19 q,0.181,400 m H,Semi,M,2012
5,2910,Mamadou Kasse†HANN,SENSEN,48.8,0.172,400 m H,Semi,M,2012
6,1135,MichaÎl†BULTHEEL,BELBEL,49.1,0.147,400 m H,Semi,M,2012
7,2741,Eric†ALEJANDRO,PURPUR,49.15,0.186,400 m H,Semi,M,2012
8,2528,Kurt†COUTO,MOZMOZ,51.55,0.179,400 m H,Semi,M,2012
1,2743,Javier†CULSON,PURPUR,47.93 Q,0.224,400 m H,Semi,M,2012
2,3255,Angelo†TAYLOR,USAUSA,47.95 Q,0.165,400 m H,Semi,M,2012
3,1465,Omar†CISNEROS,CUBCUB,48.23,0.239,400 m H,Semi,M,2012
4,2947,Emir†BEKRIC,SRBSRB,49.62,0.204,400 m H,Semi,M,2012
5,1155,Kenneth†MEDWOOD,BIZBIZ,49.87,0.175,400 m H,Semi,M,2012
6,3140,Stanislav†MELNYKOV,UKRUKR,50.19,0.182,400 m H,Semi,M,2012
7,1065,Tristan†THOMAS,AUSAUS,50.55,0.164,400 m H,Semi,M,2012
,1811,Jack†GREEN,GBRGBR,DNF,0.194,400 m H,Semi,M,2012
1,3258,Michael†TINSLEY,USAUSA,48.18 Q,0.179,400 m H,Semi,M,2012
2,2176,Leford†GREEN,JAMJAM,48.61 Q,0.176,400 m H,Semi,M,2012
3,2932,Brent†LARUE,SLOSLO,49.45,0.172,400 m H,Semi,M,2012
4,1843,Rhys†WILLIAMS,GBRGBR,49.63,0.19,400 m H,Semi,M,2012
5,1039,Brendan†COLE,AUSAUS,49.65,0.178,400 m H,Semi,M,2012
6,2128,JosÈ Reynaldo†BENCOSME DE LEON,ITAITA,50.07,0.205,400 m H,Semi,M,2012
7,1483,Amaurys R.†VALLE,CUBCUB,50.48,0.162,400 m H,Semi,M,2012
,2571,Cristian†MORTON,NGRNGR,DQ,0.231,400 m H,Semi,M,2012
1,1563,Felix†S¡NCHEZ,DOMDOM,47.63,0.158,400 m H,Final,M,2012
2,3258,Michael†TINSLEY,USAUSA,47.91,0.184,400 m H,Final,M,2012
3,2743,Javier†CULSON,PURPUR,48.1,0.196,400 m H,Final,M,2012
4,1812,David†GREENE,GBRGBR,48.24,0.15,400 m H,Final,M,2012
5,3255,Angelo†TAYLOR,USAUSA,48.25,0.158,400 m H,Final,M,2012
6,3043,Jehue†GORDON,TTOTTO,48.86,0.165,400 m H,Final,M,2012
7,2176,Leford†GREEN,JAMJAM,49.12,0.194,400 m H,Final,M,2012
8,3212,Kerron†CLEMENT,USAUSA,49.15,0.148,400 m H,Final,M,2012
1,3307,Francena†MCCORORY,USAUSA,50.78,0.299,400 m,Heats,F,2012
2,1866,Christine†OHURUOGU,GBRGBR,50.8,0.282,400 m,Heats,F,2012
3,2343,Joy Nakhumicha†SAKARI,KENKEN,51.85,0.2,400 m,Heats,F,2012
4,2104,Joanne†CUDDIHY,IRLIRL,52.09,0.175,400 m,Heats,F,2012
5,1235,Geisa Aparecida†COUTINHO,BRABRA,53.43,0.187,400 m,Heats,F,2012
6,2284,Marina†MASLENKO,KAZKAZ,53.66,0.192,400 m,Heats,F,2012
7,2946,Zamzam†MOHAMED FARAH,SOMSOM,80.48,0.405,400 m,Heats,F,2012
1,1214,Amantle†MONTSHO,BOTBOT,50.4,0.186,400 m,Heats,F,2012
2,2195,Christine†DAY,JAMJAM,51.05,0.178,400 m,Heats,F,2012
3,1851,Shana†COX,GBRGBR,52.01,0.181,400 m,Heats,F,2012
4,2026,Aliann†POMPEY,GUYGUY,52.1,0.174,400 m,Heats,F,2012
5,1018,Afia†CHARLES,ANTANT,54.25,0.18,400 m,Heats,F,2012
6,2540,Ingrid Yahoska†NARV¡EZ,NCANCA,59.55,0.221,400 m,Heats,F,2012
,1118,Shaunae†MILLER-UIBO,BAHBAH,DNF,0.176,400 m,Heats,F,2012
1,3321,Deedee†TROTTER,USAUSA,50.87 Q,0.268,400 m,Heats,F,2012
2,2209,Rosemarie†WHYTE,JAMJAM,50.90 Q,0.219,400 m,Heats,F,2012
3,1313,Jenna†MARTIN,CANCAN,51.98 Q,0.174,400 m,Heats,F,2012
4,2585,Omolara†OMOTOSO,NGRNGR,52.11 q,0.221,400 m,Heats,F,2012
5,1568,Raysa†S¡NCHEZ,DOMDOM,52.47,0.19,400 m,Heats,F,2012
6,1644,Aauri Lorena†BOKESA,ESPESP,53.67,0.158,400 m,Heats,F,2012
